ENSEMBL ID,Gene Name,Chr,Strand,Start,End,fex10_1,fex10_2,fex10_3,fex2_1,fex2_2,fex2_3,S2R_1,S2R_2,S2R_3
FBgn0028406,Drep4,2L,-,13283912,13286462,820,735,650,639,780,817,629,761,552
FBgn0051848,CG31848,2L,-,13264996,13265876,0,0,0,1,0,1,1,0,1
FBgn0051730,CG31730,2L,-,13259064,13259743,0,0,0,0,0,0,0,0,0
FBgn0032493,Mabi,2L,-,13233798,13234660,0,2,1,1,0,0,0,0,0
FBgn0032489,CG15480,2L,-,13224620,13225275,0,0,0,0,0,0,0,0,1
FBgn0032487,Ski6,2L,-,13221397,13222429,734,511,422,562,511,528,564,524,734
FBgn0032485,CG9426,2L,-,13216290,13219923,2149,1520,1485,1717,1676,1747,1438,1754,1587
FBgn0032484,kek4,2L,-,13212335,13215350,14,14,12,9,8,3,0,1,1
FBgn0004191,snRNA:U2:34ABa,2L,-,13211925,13212116,810,586,521,398,534,523,354,278,239
FBgn0032483,CG15482,2L,-,13210773,13211814,7,13,6,2,5,4,3,2,4
FBgn0032481,CG16972,2L,-,13197102,13203295,1415,1116,1121,1253,1256,1337,862,1146,972
FBgn0032479,CG16974,2L,-,13183849,13191979,8101,6206,5664,5768,6122,5800,3977,5035,4484
FBgn0051849,CG31849,2L,-,13180398,13182596,251,222,206,232,230,233,147,154,144
FBgn0032475,Sfmbt,2L,-,13169649,13176785,3294,2497,2252,2856,2863,2878,2029,2410,2287
FBgn0032474,DnaJ-H,2L,-,13163209,13166072,1198,849,846,962,980,942,596,694,769
FBgn0040972,CG16978,2L,-,13143214,13143622,0,2,0,0,0,1,0,0,0
FBgn0032472,CG9928,2L,-,13142445,13142903,0,0,0,0,0,0,0,0,1
FBgn0032517,CG7099,2L,+,13387571,13393959,972,747,629,623,679,682,544,641,595
FBgn0032521,CG7110,2L,+,13398991,13411047,1987,1604,1624,2236,2207,2280,1435,1734,1593
FBgn0032522,CG16848,2L,+,13412519,13413716,0,0,0,5,0,1,2,4,1
FBgn0026760,Tehao,2L,+,13435622,13439930,3,1,1,1,1,1,2,1,1
FBgn0028942,CG16852,2L,+,13540751,13541646,17,9,13,13,18,10,13,13,15
FBgn0028941,CG16853,2L,+,13542268,13543633,0,3,0,2,2,2,4,0,1
FBgn0028546,ics,2L,-,13639447,13642602,3648,2922,2896,3385,3293,3436,2490,2985,2688
FBgn0028513,CG9254,2L,-,13595503,13597186,0,0,1,0,0,0,0,0,0
FBgn0023407,B4,2L,-,13500624,13549328,5723,4507,4050,4242,4158,4314,1859,2193,1978
FBgn0032530,CG9263,2L,-,13541638,13542576,54,40,35,33,33,41,33,36,50
FBgn0028943,CG15638,2L,-,13535291,13535778,0,0,1,1,0,0,0,0,0
FBgn0032525,Hsp60D,2L,-,13447538,13449497,1,0,0,0,0,0,0,0,0
FBgn0032524,Hacd2,2L,-,13444103,13445651,534,342,292,533,582,525,665,734,675
FBgn0032523,CG16956,2L,-,13413783,13414575,0,0,0,0,0,0,0,1,0
FBgn0003983,Vm34Ca,2L,-,13411141,13411631,5,4,5,7,9,8,8,7,1
FBgn0032520,CG10859,2L,-,13396392,13398664,3972,2886,2587,3301,3379,3318,3728,4404,4599
FBgn0032519,CG16957,2L,-,13395360,13396184,15,18,4,21,18,23,66,48,57
FBgn0032518,RpL24,2L,-,13393687,13395131,23105,15549,14428,13649,15392,13068,15326,12742,19302
FBgn0032516,Ing5,2L,-,13385848,13387312,774,592,605,796,844,880,679,780,884
FBgn0028527,CG18507,2L,+,13665525,13672967,9,7,3,7,8,5,7,12,11
FBgn0028848,Gpo3,2L,+,13708215,13710583,0,0,0,0,0,0,0,0,0
FBgn0051813,nur,2L,+,13736138,13737030,0,0,0,0,0,0,0,0,0
FBgn0028541,TM9SF4,2L,+,13746952,13773905,2278,1879,1752,1770,1867,1798,1731,2170,1689
FBgn0051845,asRNA:CR31845,2L,+,13777195,13778124,0,0,0,0,0,0,0,0,0
FBgn0024846,p38b,2L,+,13780689,13782611,1343,1013,877,1201,1194,1199,1118,1137,1161
FBgn0028539,Eato,2L,+,13784084,13790562,3833,3009,2929,3123,3269,3433,2173,3126,2180
FBgn0028931,CG16863,2L,+,13790959,13793264,149,125,127,149,149,153,165,170,168
FBgn0028538,Sec71,2L,+,13793521,13799674,2449,2028,1814,1978,1988,1911,1347,1885,1426
FBgn0027844,CAH1,2L,+,13803626,13809994,15,6,7,4,6,2,0,0,2
FBgn0028919,CG16865,2L,+,13811522,13813316,343,283,227,324,338,325,278,316,356
FBgn0001965,Sos,2L,+,13813816,13819824,1757,1386,1257,1569,1525,1455,869,1064,1028
FBgn0015271,Orc5,2L,+,13829837,13831576,391,363,281,411,427,408,383,472,456
FBgn0026373,RpII33,2L,+,13833337,13834306,772,498,473,473,556,394,469,432,716
FBgn0028509,CenG1A,2L,+,13835564,13898712,1201,970,836,685,690,740,499,566,463
FBgn0028534,CG7916,2L,+,13846752,13847799,37,22,27,57,43,52,74,58,64
FBgn0028533,CG7953,2L,+,13847925,13849223,2,2,0,1,0,2,2,5,3
FBgn0028532,CG7968,2L,+,13849400,13850329,4,0,0,1,1,0,0,1,0
FBgn0012037,Ance,2L,+,13905645,13909212,91,83,55,38,50,40,6,0,5
FBgn0032535,Ance-2,2L,+,13909333,13911719,4,1,0,2,0,1,0,0,0
FBgn0025115,Acyp,2L,+,13912083,13912652,0,0,0,0,0,0,0,0,0
FBgn0028544,Vajk3,2L,-,13944756,13947476,0,0,0,0,0,0,0,1,0
FBgn0028938,Vajk1,2L,-,13920707,13923553,0,0,0,0,0,0,0,0,0
FBgn0019890,Smg5,2L,-,13898828,13904661,2766,2188,2282,2113,2107,2176,1552,2110,1740
FBgn0028920,CG8997,2L,-,13843915,13845325,0,1,0,0,0,0,0,0,1
FBgn0053306,CG33306,2L,-,13842888,13843742,0,0,0,1,0,0,0,1,0
FBgn0053307,CG33307,2L,-,13839262,13841520,295,269,214,284,287,334,336,387,371
FBgn0001961,Arpc1,2L,-,13827941,13829741,6027,4261,4077,4930,4504,4187,3367,3491,5054
FBgn0004406,tam,2L,-,13823980,13827772,917,714,622,838,792,696,713,821,907
FBgn0032533,CG16888,2L,-,13812700,13813256,31,25,13,65,63,49,28,35,38
FBgn0028658,Adat1,2L,-,13808360,13811474,127,136,90,138,140,136,153,193,169
FBgn0028932,CG16890,2L,-,13782231,13784338,216,131,136,126,173,161,174,203,220
FBgn0028847,CG9014,2L,-,13722161,13723642,0,0,0,0,0,0,0,0,0
FBgn0051814,DIP-kappa,2L,-,13676860,13717320,1,1,0,0,0,0,0,0,0
FBgn0027929,NimB1,2L,+,13963507,13965088,0,0,5,0,1,1,0,0,1
FBgn0028936,NimB5,2L,+,13970177,13972173,1,0,1,0,1,1,0,1,0
FBgn0028940,Cyp28a5,2L,+,13977302,13979569,5,4,3,0,0,1,1,2,0
FBgn0028939,NimC2,2L,+,13980126,13983269,0,0,1,1,0,0,0,0,0
FBgn0027348,bgm,2L,+,14013004,14019328,6,1,5,0,3,4,3,4,3
FBgn0028875,nAChRalpha5,2L,+,14040170,14094401,5,2,2,1,3,3,2,3,2
FBgn0051769,CG31769,2L,-,14109597,14110739,13,11,9,6,2,6,5,1,2
FBgn0028526,CG15293,2L,-,14108057,14109447,0,2,1,0,0,0,0,0,1
FBgn0028872,CG18095,2L,-,14029262,14031539,1,1,0,0,0,0,1,0,0
FBgn0051840,lncRNA:CR31840,2L,-,14023722,14024099,0,1,0,0,0,0,0,0,0
FBgn0001967,NimC3,2L,-,14019357,14020208,3,3,2,5,5,4,3,7,7
FBgn0028909,tRNA:Gln-CTG-4-1,2L,-,14010565,14010636,0,0,0,0,0,0,0,0,0
FBgn0003255,rk,2L,-,13982743,14001248,95,60,62,12,10,14,1,0,1
FBgn0028430,He,2L,-,13972096,13972947,90,67,45,20,21,15,9,19,17
FBgn0028542,NimB4,2L,-,13968280,13969976,0,1,0,0,0,0,0,0,0
FBgn0028543,NimB2,2L,-,13965012,13967018,1,0,0,0,0,0,0,0,0
FBgn0052971,CG32971,2L,+,14274821,14278002,3,6,7,3,4,7,4,3,5
FBgn0028916,CG33090,2L,+,14334158,14345795,788,539,558,672,677,647,428,550,486
FBgn0028531,CG15286,2L,+,14338240,14340080,0,2,0,0,2,0,0,0,0
FBgn0015791,Rab14,2L,+,14355145,14358764,2079,1623,1591,1576,1610,1605,1140,1391,1350
FBgn0001970,Pgant35A,2L,+,14359252,14361411,457,332,288,305,316,235,256,274,367
FBgn0028844,CG15283,2L,-,14450282,14450922,0,0,0,0,0,0,0,0,0
FBgn0028871,Cpr35B,2L,-,14424315,14425189,0,0,0,0,0,0,0,0,0
FBgn0004858,elB,2L,-,14390628,14409549,58,28,26,19,17,25,1,2,1
FBgn0020258,ppk,2L,-,14378218,14381172,0,0,1,0,0,0,1,0,0
FBgn0028530,mTTF,2L,-,14347239,14348790,588,404,380,494,486,471,503,508,513
FBgn0005771,noc,2L,+,14490859,14494019,30,16,18,9,8,19,0,3,0
FBgn0028882,tRNA:Pro-AGG-1-1,2L,+,14495878,14495949,0,0,0,0,0,0,0,0,0
FBgn0028912,tRNA:Pro-AGG-1-2,2L,+,14598859,14598930,0,0,0,0,0,0,0,0,0
FBgn0028910,tRNA:Pro-AGG-1-4,2L,+,14599674,14599745,0,0,0,0,0,0,0,0,0
FBgn0028855,CG15282,2L,+,14712471,14713298,0,0,0,0,0,0,0,0,0
FBgn0028911,tRNA:Pro-AGG-1-3,2L,-,14599396,14599467,0,0,0,0,0,0,0,0,0
FBgn0028913,CG3473,2L,-,14563015,14563726,0,0,0,0,0,0,0,0,0
FBgn0011866,tRNA:Gly-GCC-2-1,2L,-,14530854,14530924,0,0,0,0,0,0,0,0,0
FBgn0011865,tRNA:Gly-GCC-1-7,2L,-,14530546,14530616,0,0,0,0,0,0,0,0,0
FBgn0011864,tRNA:Gly-GCC-1-6,2L,-,14518621,14518691,0,0,0,0,0,0,0,0,0
FBgn0011863,tRNA:Gly-GCC-1-5,2L,-,14518307,14518377,0,0,0,0,0,0,0,0,0
FBgn0051835,CG31835,2L,+,14735843,14737067,0,0,0,0,0,0,0,0,0
FBgn0028870,CG4691,2L,+,14760767,14761924,1,0,0,0,0,0,0,0,0
FBgn0028838,CSN1a,2L,+,14762765,14764065,0,0,0,0,0,0,0,0,0
FBgn0028868,CG4701,2L,+,14765908,14767225,0,0,0,0,0,0,0,0,0
FBgn0028887,CG3491,2L,+,14924590,14930565,2,0,1,0,0,0,0,0,1
FBgn0013301,ProtB,2L,-,14882101,14883721,0,0,0,0,0,0,0,0,0
FBgn0013300,ProtA,2L,-,14879050,14881652,0,0,0,0,0,0,0,0,0
FBgn0032554,CG15278,2L,-,14874376,14876333,0,0,0,0,0,0,0,0,0
FBgn0032553,CG4480,2L,-,14870371,14872022,0,0,0,0,0,0,0,0,0
FBgn0028886,CG15279,2L,-,14844993,14851749,143,105,88,74,70,74,50,52,46
FBgn0028866,CG18420,2L,-,14794516,14796642,0,0,0,0,0,0,0,0,0
FBgn0032549,CG4650,2L,-,14773814,14774981,0,0,0,1,0,0,0,0,0
FBgn0028537,CG31775,2L,-,14737090,14737769,0,0,0,0,0,0,0,0,0
FBgn0040228,DCTN5-p25,2L,+,15005733,15006607,733,512,448,549,540,499,473,467,589
FBgn0028926,NC2beta,2L,+,15007813,15008538,205,134,144,154,118,134,130,101,247
FBgn0260446,GABA-B-R1,2L,+,15016331,15034704,0,1,1,0,0,0,0,1,2
FBgn0053310,CG33310,2L,+,15026882,15029513,0,0,0,0,0,0,0,0,0
FBgn0041713,yellow-c,2L,+,15035394,15037841,3,1,0,1,1,2,3,0,0
FBgn0004837,Su(H),2L,+,15039488,15043334,344,319,266,324,299,280,260,373,268
FBgn0028879,CG15270,2L,+,15074776,15096915,0,0,0,0,0,0,0,0,0
FBgn0028878,CG15269,2L,+,15109405,15113092,0,2,0,0,0,0,0,0,0
FBgn0001978,stc,2L,+,15113480,15118069,2427,1706,1623,1800,1817,1591,1281,1347,1524
FBgn0028862,dao,2L,+,15248879,15254715,5,3,4,0,0,0,2,3,5
FBgn0028516,ZnT35C,2L,-,15228728,15247714,0,1,0,0,0,0,0,0,0
FBgn0028888,CG4168,2L,-,15161882,15200459,1,0,0,1,0,0,2,0,0
FBgn0028889,tRNA:Leu-TAA-3-1,2L,-,15132306,15132389,0,0,0,0,0,0,0,0,0
FBgn0024183,vig,2L,-,15062931,15070316,5523,4152,3896,4824,4883,5159,3904,4488,4163
FBgn0010422,TfIIS,2L,-,15058919,15060757,1325,1000,946,1124,1123,1137,989,1036,1320
FBgn0000317,ck,2L,-,15044963,15057862,2066,1659,1520,1951,1946,2145,1211,1789,1209
FBgn0001977,CIAPIN1,2L,-,15036293,15038861,2032,1422,1420,1567,1629,1540,1441,1554,1672
FBgn0051832,CG31832,2L,-,15030928,15031750,1,2,3,2,1,2,3,5,2
FBgn0028853,CG15263,2L,+,15285000,15286047,0,0,0,0,0,0,0,0,0
FBgn0011239,ms(2)35Ci,2L,+,15292468,15294136,0,0,0,0,0,0,0,0,1
FBgn0028852,CG15262,2L,+,15297808,15299367,2,0,1,0,0,0,0,1,0
FBgn0001981,esg,2L,+,15333866,15336138,0,2,1,0,4,2,0,0,0
FBgn0028892,CG4161,2L,+,15433309,15435304,0,0,0,0,0,0,0,0,0
FBgn0003448,sna,2L,-,15476593,15478260,0,0,0,0,0,0,0,0,1
FBgn0001983,wor,2L,-,15423297,15425580,0,0,0,0,0,0,0,0,0
FBgn0032563,CG15258,2L,-,15360921,15361627,0,0,0,0,0,0,0,0,0
FBgn0041103,nht,2L,-,15317954,15318901,1,0,1,0,0,1,0,0,0
FBgn0028850,CG15260,2L,-,15291426,15292239,0,0,0,0,0,0,0,0,0
FBgn0028880,CG15256,2L,+,15550372,15552029,0,3,1,1,0,0,0,0,0
FBgn0028370,kek3,2L,+,15552723,15583978,0,1,0,0,0,0,0,0,0
FBgn0028947,CG11865,2L,+,15616997,15617915,0,0,0,0,0,0,0,0,0
FBgn0028945,CG7631,2L,+,15628678,15629552,0,0,0,0,0,0,0,0,0
FBgn0028518,CG18480,2L,+,15630002,15634987,0,0,0,0,0,0,0,0,0
FBgn0028864,CG18477,2L,+,15661041,15662753,0,0,0,0,0,0,0,0,0
FBgn0028517,CG18478,2L,+,15670174,15671223,0,0,0,0,0,1,0,0,0
FBgn0051780,CG31780,2L,+,15696038,15697750,0,0,0,0,0,0,0,0,0
FBgn0051827,CG31827,2L,+,15705171,15706220,1,0,0,1,0,0,0,0,0
FBgn0001986,Mtr4,2L,+,15752263,15755900,2876,2186,1937,2054,2084,1997,1461,1823,1653
FBgn0028507,CG3793,2L,+,15764220,15766267,794,553,577,613,644,602,507,515,625
FBgn0051826,CG31826,2L,-,15771263,15773113,0,0,0,0,0,0,0,1,0
FBgn0041627,Ku80,2L,-,15768630,15771159,1061,670,694,679,776,691,698,888,883
FBgn0001990,wek,2L,-,15766133,15768349,900,708,654,787,783,824,661,793,748
FBgn0001987,Gli,2L,-,15756002,15762758,175,133,119,77,87,97,29,20,25
FBgn0003936,snRNA:U5:35D,2L,-,15751557,15751682,1,4,0,0,3,1,1,0,5
FBgn0001989,ND-B17,2L,-,15749319,15751078,894,702,724,710,656,609,665,665,1033
FBgn0028863,CG4587,2L,-,15644183,15718272,0,1,0,0,0,1,1,1,1
FBgn0028946,Or35a,2L,-,15622068,15623558,0,0,0,0,0,0,0,0,0
FBgn0028948,CG15253,2L,-,15615357,15616351,0,0,0,0,0,0,0,0,1
FBgn0028949,CG15254,2L,-,15613905,15614828,0,0,0,0,0,0,0,0,0
FBgn0028944,Semp1,2L,-,15612494,15613335,0,0,0,0,0,0,0,0,0
FBgn0028950,CG15255,2L,-,15610171,15611719,0,0,1,0,0,0,0,1,0
FBgn0028901,CG18109,2L,+,15784085,15790146,0,0,0,0,0,0,1,0,0
FBgn0028903,CG13243,2L,+,15852592,15854110,9,3,3,2,5,4,3,1,5
FBgn0028902,Tektin-A,2L,+,15854126,15856450,3,2,3,4,2,3,0,2,4
FBgn0051824,CR31824,2L,+,15887905,15888583,0,0,0,0,0,0,0,0,0
FBgn0051735,CG31735,2L,+,15895454,15897071,0,0,0,0,0,0,0,0,0
FBgn0032577,CG13244,2L,+,15916888,15917607,0,0,0,0,0,0,0,0,1
FBgn0028514,CG4793,2L,+,15923395,15926287,662,526,437,687,706,767,58,86,54
FBgn0028857,CG12448,2L,+,15941441,15942854,0,0,0,0,0,0,0,0,0
FBgn0028856,CG18063,2L,+,15957858,15959431,0,0,0,0,0,0,0,0,0
FBgn0028858,CG10839,2L,+,15979486,15981455,0,0,0,0,0,0,0,0,0
FBgn0028644,beat-Ic,2L,+,16000291,16041703,2,2,0,0,0,0,0,0,0
FBgn0045827,CG13245,2L,+,16004325,16005461,0,0,0,0,0,0,0,0,0
FBgn0000182,BicC,2L,+,16042047,16048757,0,0,0,1,0,0,0,0,0
FBgn0013433,beat-Ia,2L,+,16049965,16081684,0,0,0,0,0,0,0,0,0
FBgn0051820,CG31820,2L,-,16005789,16006279,1,0,1,0,0,0,0,0,0
FBgn0028645,beat-Ib,2L,-,15905134,15962435,0,1,2,0,2,3,1,1,0
FBgn0051821,CG31821,2L,-,15900935,15902410,1,0,0,0,0,0,2,0,0
FBgn0051823,CG31823,2L,-,15898879,15900524,0,0,0,0,0,0,0,0,0
FBgn0041183,Tep1,2L,-,15888640,15893811,5,11,4,9,7,5,7,3,4
FBgn0028935,CG7653,2L,-,15876938,15880156,0,0,0,0,0,0,0,0,0
FBgn0051822,CR31822,2L,-,15836725,15837444,0,0,0,0,0,0,0,0,0
FBgn0028900,CG18518,2L,-,15834569,15835658,0,0,0,0,0,0,0,0,0
FBgn0028520,CG4891,2L,+,16094997,16095944,0,0,0,0,0,0,0,0,0
FBgn0028884,CG4892,2L,+,16133508,16134412,0,0,0,0,0,0,0,0,0
FBgn0028893,CG31819,2L,+,16211459,16213304,0,0,0,0,0,1,0,0,1
FBgn0028515,EndoGI,2L,+,16257688,16259511,5809,4211,3825,4795,5054,4774,4975,5392,5892
FBgn0028897,CG4935,2L,+,16262141,16263483,294,214,164,234,285,268,280,302,313
FBgn0040079,pkaap,2L,+,16288290,16291195,1665,1310,1342,1355,1348,1428,1036,1368,1173
FBgn0028896,CG17329,2L,+,16291284,16291948,1,4,4,0,3,0,1,2,3
FBgn0001992,Cyp303a1,2L,+,16294183,16296969,2,0,1,1,1,0,0,0,0
FBgn0028895,CG17328,2L,+,16299943,16301765,171,127,124,134,161,142,146,190,158
FBgn0028525,c(2)M,2L,+,16303264,16305940,15,9,7,12,10,14,7,11,9
FBgn0011708,Syx5,2L,+,16307346,16309274,3213,2407,2411,2450,2478,2618,2068,2601,2237
FBgn0001086,fzy,2L,+,16310956,16313097,4458,3391,3085,4096,4199,4119,2985,3467,3524
FBgn0014092,CG4278,2L,+,16327069,16328131,834,687,606,739,887,873,702,818,771
FBgn0040984,CG4440,2L,+,16329925,16330521,0,0,1,0,0,0,1,0,0
FBgn0028506,CG4455,2L,+,16352934,16354539,1007,867,889,874,844,1100,668,833,652
FBgn0025678,CaBP1,2L,-,16354886,16356735,11040,7081,7009,7399,6985,6797,7777,8840,10479
FBgn0000307,chif,2L,-,16342430,16352628,2471,2172,2081,2363,2370,2618,1613,2306,1732
FBgn0028899,CG31817,2L,-,16330560,16337885,6,7,3,2,6,9,2,9,6
FBgn0001995,mRpL4,2L,-,16328059,16329132,742,517,459,555,635,544,635,646,794
FBgn0000250,cact,2L,-,16313036,16326207,5964,5075,4892,3309,3409,3408,1482,1716,1838
FBgn0000339,cni,2L,-,16309292,16310726,3296,2594,2216,2319,2838,2859,2966,2971,2444
FBgn0015338,CG5861,2L,-,16305801,16307298,2523,1612,1506,1631,1718,1655,1703,1922,1980
FBgn0028894,GMF,2L,-,16301656,16302954,3828,2898,2630,2852,3322,3613,3213,3341,2819
FBgn0028375,heix,2L,-,16296051,16299858,2469,1857,1794,2040,2129,2225,1648,2095,1644
FBgn0032582,CG13258,2L,-,16292010,16293025,0,3,0,0,0,1,2,0,1
FBgn0001994,crp,2L,-,16263556,16287730,7894,5954,6120,6968,6721,7218,5078,6632,5281
FBgn0002673,twe,2L,-,16259414,16261877,305,224,229,250,311,313,217,297,240
FBgn0024734,PRL-1,2L,-,16245835,16257606,11822,10274,10034,13900,15335,17488,10764,14559,9474
FBgn0020416,Idgf1,2L,+,16445278,16446793,804,784,676,930,964,1014,815,989,826
FBgn0020415,Idgf2,2L,+,16447330,16450508,997,1007,874,911,975,926,1672,2209,1780
FBgn0020414,Idgf3,2L,+,16450907,16455194,6394,5258,4753,5313,5229,5477,5316,6275,5544
FBgn0032585,Nepl8,2L,+,16488148,16490182,0,0,0,0,0,0,0,0,0
FBgn0032586,Tpr2,2L,+,16491540,16507621,5821,4525,4137,4527,4618,4777,4041,4982,4510
FBgn0051816,CG31816,2L,+,16542546,16543263,7,10,8,4,8,3,0,4,3
FBgn0051815,CG31815,2L,+,16605822,16607321,34,30,22,14,18,24,32,33,11
FBgn0032590,CG4631,2L,+,16607370,16610037,9,10,6,11,8,13,6,3,5
FBgn0032588,CG5968,2L,-,16549181,16549959,6,3,1,2,0,2,0,1,0
FBgn0032587,CG5953,2L,-,16508078,16532877,2121,1649,1587,1524,1554,1622,783,944,776
FBgn0028523,CG5888,2L,-,16400175,16448469,2140,1735,1637,1943,2070,2238,1648,1966,1539
FBgn0001185,her,2L,+,16677185,16679691,870,728,725,850,872,873,735,956,764
FBgn0051812,Tsen2,2L,+,16729777,16731199,128,113,85,174,147,159,209,256,205
FBgn0032597,CG17904,2L,+,16732550,16733624,827,657,600,622,611,572,736,750,857
FBgn0032598,ChLD3,2L,+,16738850,16742610,15,10,8,6,8,11,6,7,9
FBgn0032600,BuGZ,2L,+,16743405,16753704,3027,2415,2309,2537,2628,2820,2394,2997,2236
FBgn0032601,yellow-b,2L,+,16754336,16758283,245,191,179,167,176,150,5,12,3
FBgn0032603,CG17928,2L,+,16791568,16793444,10,8,10,4,7,10,11,21,16
FBgn0040262,Ugt37C2,2L,+,16794211,16796009,1,3,0,0,0,0,1,1,0
FBgn0040261,Ugt37E1,2L,+,16796595,16798273,0,0,0,0,0,0,0,1,0
FBgn0040260,Ugt37D1,2L,+,16799025,16801584,8,4,3,3,3,4,15,6,4
FBgn0004797,mdy,2L,+,16816660,16826964,897,584,559,985,1073,1263,1396,1870,1289
FBgn0051739,AspRS-m,2L,+,16827078,16832093,3686,2887,2726,3129,3265,3280,2219,3033,2152
FBgn0051781,lncRNA:CR31781,2L,+,16869346,16878300,0,0,2,2,1,0,0,1,0
FBgn0032615,CG6012,2L,-,16860029,16861489,0,1,0,0,0,0,0,0,0
FBgn0051809,CG31809,2L,-,16853620,16858714,0,0,0,0,0,0,1,0,0
FBgn0051810,CG31810,2L,-,16849018,16852368,0,0,0,0,0,0,0,0,0
FBgn0032614,CG13284,2L,-,16842300,16848716,0,0,0,1,0,0,0,0,1
FBgn0032613,Nepl9,2L,-,16835136,16837258,1,0,2,1,3,6,0,0,0
FBgn0032612,CG13282,2L,-,16832065,16834502,0,1,0,0,0,0,0,0,1
FBgn0022213,Cse1,2L,-,16821156,16825207,5852,5000,4535,4997,5411,5781,4413,5958,4048
FBgn0032609,CG13280,2L,-,16802026,16821093,0,1,0,0,0,0,0,1,0
FBgn0032602,ppk17,2L,-,16758184,16760554,47,37,42,42,28,37,4,8,9
FBgn0015391,glu,2L,-,16733617,16738388,4237,3518,3243,4074,4189,4495,2727,3948,3036
FBgn0032596,Prosbeta4,2L,-,16731180,16732133,2927,2393,1913,2707,3025,2852,2972,3454,3232
FBgn0032595,CG17996,2L,-,16730458,16731039,296,199,190,301,317,307,385,296,435
FBgn0027779,VhaSFD,2L,-,16722883,16727826,3922,3592,3386,3430,3488,3574,2863,3473,3280
FBgn0062978,CG31808,2L,-,16704286,16716195,19,23,16,9,7,15,3,13,5
FBgn0051807,CG31807,2L,-,16681819,16684008,12,9,10,6,4,1,2,1,1
FBgn0032593,Trpgamma,2L,-,16663454,16676701,11,2,1,2,4,0,0,1,1
FBgn0032618,CG31743,2L,+,16879517,16886319,118,113,118,119,99,118,110,128,125
FBgn0053179,beat-IIIb,2L,+,16973091,16993984,0,1,0,0,0,0,1,0,0
FBgn0051806,CG31806,2L,+,16984978,16985634,0,0,0,0,0,0,0,0,0
FBgn0032625,CG15136,2L,-,17047161,17048281,0,0,0,0,0,0,0,0,0
FBgn0032624,CG6304,2L,-,17011476,17014700,1,0,0,0,0,0,0,0,0
FBgn0026150,ApepP,2L,-,16908229,16910418,1230,909,870,1249,1372,1298,1119,1348,1227
FBgn0032620,CG12288,2L,-,16900535,16902218,392,396,310,569,593,633,520,644,536
FBgn0051805,CG31805,2L,-,16898175,16900473,0,1,0,1,0,0,0,0,0
FBgn0040985,CG6115,2L,-,16887109,16887966,2636,2200,2131,2779,2843,2895,2494,2720,2881
FBgn0052832,CG32832,2L,-,16878326,16879290,0,0,0,1,0,1,0,0,0
FBgn0045487,Gr36a,2L,+,17176618,17177921,0,0,0,0,0,0,0,0,0
FBgn0045486,Gr36b,2L,+,17178772,17180064,0,0,0,0,0,0,0,0,0
FBgn0045485,Gr36c,2L,+,17180338,17181632,0,0,0,0,0,0,0,0,0
FBgn0046888,CG31750,2L,+,17181938,17183654,0,0,0,0,0,0,0,0,0
FBgn0051804,CG31804,2L,+,17363496,17364351,0,0,0,0,0,0,0,0,0
FBgn0032633,Lrch,2L,-,17367511,17384115,5544,4562,4269,5196,5478,5788,3438,4647,3279
FBgn0032632,CG6380,2L,-,17291075,17292202,0,0,0,0,0,0,0,0,0
FBgn0032629,beat-IIIc,2L,-,17187637,17260734,137,149,150,66,67,76,0,1,0
FBgn0051784,CG31784,2L,-,17123307,17125961,0,0,0,0,0,0,0,0,0
FBgn0020503,CLIP-190,2L,+,17384700,17409698,4024,3118,2833,3051,3303,3642,2224,3095,2455
FBgn0032635,CG15141,2L,+,17410641,17413499,2081,1725,1588,1983,1887,1960,1667,1997,1986
FBgn0032636,CG5043,2L,+,17433862,17435800,0,1,0,0,0,0,0,0,0
FBgn0032637,CG5050,2L,+,17452924,17458775,29,30,50,37,29,41,28,33,27
FBgn0032640,Sgt,2L,+,17471603,17474773,4408,3445,3132,3978,4016,3630,3712,3807,4834
FBgn0032642,CG5110,2L,+,17481231,17482037,1341,1014,905,969,1131,1026,1207,1077,1339
FBgn0032644,CG5131,2L,+,17484501,17485624,512,339,320,384,383,430,404,434,442
FBgn0013810,Dhc36C,2L,+,17501401,17525515,87,58,57,49,46,52,46,55,40
FBgn0032651,Oli,2L,+,17589184,17591267,0,0,0,0,0,0,0,0,0
FBgn0032654,CG15147,2L,-,17625746,17626381,0,0,0,0,0,0,0,0,0
FBgn0032652,CG6870,2L,-,17591315,17592299,0,1,0,0,0,0,1,0,0
FBgn0032650,CG7094,2L,-,17554354,17555765,0,0,0,0,0,0,0,0,0
FBgn0032649,CG15145,2L,-,17529311,17532234,0,0,0,0,0,0,0,0,1
FBgn0032648,CG15144,2L,-,17525585,17529122,0,0,0,0,0,0,0,0,0
FBgn0032647,CG15143,2L,-,17520892,17524549,0,0,0,0,0,1,0,0,0
FBgn0032646,mEFTs,2L,-,17499268,17501106,1145,827,726,959,1088,1001,826,892,1061
FBgn0032645,CG15142,2L,-,17497994,17498821,18,14,6,9,8,7,15,20,23
FBgn0003187,qua,2L,-,17486806,17497208,15,11,9,5,4,6,7,5,3
FBgn0032643,GCS2beta,2L,-,17481988,17484307,3911,2754,2661,2563,2399,2390,2391,2644,3062
FBgn0024689,fws,2L,-,17478442,17481029,1950,1653,1636,1642,1623,1654,1522,1978,1724
